pdt_name,pdt_name_clean,pdt_cas,브랜드명,규격/스펙
"“ThermoStableTM LR” Smart Laboratory Refrigerators, 0℃~10℃, 620- & 1140- Lit with Smart-LabTM System, Stainless-steel Wire Shelves, CFC-Free, Automatic Defrost System, Door Lock Sys, 실험실용 다용도 냉장고 ","“thermostabletm lr” smart laboratory refrigerators, 0℃~10℃, 620- & 1140- lit with smart-labtm system, stainless-steel wire shelves, cfc-free, automatic defrost system, door lock sys, 실험실용 다용도 냉장고",,,
Optional Cardboard Freezer Boxes,optional cardboard freezer boxes,,,
"Kartell HDPE Foodstuff Scoops, Round-shaped, 250~1,500㎖ Suitable for Industrial Use, White, -50℃+105/120℃, HDPE 식품용 스코프","kartell hdpe foodstuff scoops, round-shaped, 250~1,500㎖ suitable for industrial use, white, -50℃+105 120℃, hdpe 식품용 스코프",,,
"Macro Cells, Quartz & Glass, with PTFE Lid or Stopper, 0.35 ~ 35㎖","macro cells, quartz & glass, with ptfe lid or stopper, 0.35 ~ 35㎖",,,
"Semi-Micro Cells, Quartz & Glass, 0.7 ~7㎖ with PTFE Lid or Stopper","semi-micro cells, quartz & glass, 0.7 ~7㎖ with ptfe lid or stopper",,,
"Semi-micro Cells, Quartz & Glass, 1.0 ~ 1.4㎖ with PTFE Lid or Stopper","semi-micro cells, quartz & glass, 1.0 ~ 1.4㎖ with ptfe lid or stopper",,,
"Ultra-micro Cells with PE Stopper or Open with Pipette Tips Quartz, 50 ~ 160㎕","ultra-micro cells with pe stopper or open with pipette tips quartz, 50 ~ 160㎕",,,
"Cells for Magnetic Stirrers, Quartz, 1.5 ~ 3.5㎖ Macro Semi-micro, with PTFE Lid or Stopper","cells for magnetic stirrers, quartz, 1.5 ~ 3.5㎖ macro semi-micro, with ptfe lid or stopper",,,
"Cylindrical Cells, Quartz Macro, with PTFE Stopper 0.16 ~ 28㎖","cylindrical cells, quartz macro, with ptfe stopper 0.16 ~ 28㎖",,,
"Fluorescence Macro Cells, Quartz & Glass with PTFE Lid or Stopper, Triangular Cell 1.75 ~ 3.5㎖","fluorescence macro cells, quartz & glass with ptfe lid or stopper, triangular cell 1.75 ~ 3.5㎖",,,
"Fluorescence Semi-micro Cells, Quartz with PTFE Lid or Stopper 1.0 ~ 1.4㎖","fluorescence semi-micro cells, quartz with ptfe lid or stopper 1.0 ~ 1.4㎖",,,
"Fluorescence Micro Cells, Quartz with PTFE Lid or Stopper 400 ~ 700㎕","fluorescence micro cells, quartz with ptfe lid or stopper 400 ~ 700㎕",,,
"Fluorescence Micro Cells, Quartz with and without PTFE Stopper 130 ~ 850㎕","fluorescence micro cells, quartz with and without ptfe stopper 130 ~ 850㎕",,,
"Fluorescence Micro Cells, Quartz with PE Stopper 70 ~ 120㎕","fluorescence micro cells, quartz with pe stopper 70 ~ 120㎕",,,
"Fluorescence Cells for Magnetic Stirrers Macro, Semi-micro, with PTFE Lid or Stopper 1.5 ~ 3.5㎖, Quartz","fluorescence cells for magnetic stirrers macro, semi-micro, with ptfe lid or stopper 1.5 ~ 3.5㎖, quartz",,,
"Fluorescence Sealable Cells, Quartz Macro, Semi-micro, with Anaerobic Applications 1.4 ~ 3.5㎖","fluorescence sealable cells, quartz macro, semi-micro, with anaerobic applications 1.4 ~ 3.5㎖",,,
"Fluorescence Cells with Flow-through Measurements, Quartz","fluorescence cells with flow-through measurements, quartz",,,
"Glass Cells for Reflection Measurements Cylindrical Cells, without Lids, 12 ~ 73㎖","glass cells for reflection measurements cylindrical cells, without lids, 12 ~ 73㎖",,,
"Large Glass Cells, 6 ~ 100㎖ with Glass Lids","large glass cells, 6 ~ 100㎖ with glass lids",,,
Cells and Optical Elements for Special Applications,cells and optical elements for special applications,,,
"Solid Calibration Standards, for Spectrophotometers","solid calibration standards, for spectrophotometers",,,
"Liquid Calibration Standards, for Spectrophotometers","liquid calibration standards, for spectrophotometers",,,
Fibre-optic Ultra-micro Measuring Cell for Sample Volumes of 0.7~5㎕,fibre-optic ultra-micro measuring cell for sample volumes of 0.7~5㎕,,,
"DIN Joint PE/PP Stoppers, with Octagonal-Head, Joint 7/16 ~ 60/46 Excellent for Sealing, Non-Breakage, Good Grip, PE & PP 스토파, DIN 규격","din joint pe pp stoppers, with octagonal-head, joint 7 16 ~ 60 46 excellent for sealing, non-breakage, good grip, pe & pp 스토파, din 규격",,,
"Silicone/PTFE Septum PP Screwcap, with “Pre-Slit” Pierceable-type Septum, for All MicrewtubesTM|with Silicone O-Ring, Silicone/PTFE 셉튬 PP스크류캡, 모든 마이크로튜브 공용","silicone ptfe septum pp screwcap, with “pre-slit” pierceable-type septum, for all micrewtubestm|with silicone o-ring, silicone ptfe 셉튬 pp스크류캡, 모든 마이크로튜브 공용",,,
"Large Cotton-tipped Swabs, for Multi-use, Φ10×L20mm Cotton Tip/Single|with L100×Φ3.5mm PP-Handle, Autoclavable, 대형 다용도 면봉","large cotton-tipped swabs, for multi-use, φ10×l20mm cotton tip single|with l100×φ3.5mm pp-handle, autoclavable, 대형 다용도 면봉",,,
"Long Wood handle Cotton-tipped Applicator, L150×Φ2.2mm Handle, Autoclavable|Ideal for Cleaning Long/Narrow Small Articles, Φ5mm Single Cotton Tip, 나무 핸들 면봉","long wood handle cotton-tipped applicator, l150×φ2.2mm handle, autoclavable|ideal for cleaning long narrow small articles, φ5mm single cotton tip, 나무 핸들 면봉",,,
"Mini Cotton-tipped Swabs, Φ3.5mm Tip, Autoclavable|Ideal for Cleaning Mini-or Micro-Articles, L72×Φ2.2mm PP-handle, 소형 면봉","mini cotton-tipped swabs, φ3.5mm tip, autoclavable|ideal for cleaning mini-or micro-articles, l72×φ2.2mm pp-handle, 소형 면봉",,,
"General purpose Electrical Tapes, Colored, PVC Backing / Rubber resin Adhesive for General Wiring & Cable Maintenance, 19mm×L10m, PVC 범용 전기 절연테이프","general purpose electrical tapes, colored, pvc backing rubber resin adhesive for general wiring & cable maintenance, 19mm×l10m, pvc 범용 전기 절연테이프",,,
"K-type Thermocouple Probes, for Wide-range Temp. -160℃~+1200℃ with Common use Plug “Miniature 2×Flat” and Cable,“ K-형” 온도계 & 각종 열기구 온도 프로브","k-type thermocouple probes, for wide-range temp. -160℃~+1200℃ with common use plug “miniature 2×flat” and cable,“ k-형” 온도계 & 각종 열기구 온도 프로브",,,
"Steel Tool Boxes, Good Strength, 스틸 공구함","steel tool boxes, good strength, 스틸 공구함",,,
"Steel Tool Carts with Step-on Caster, Drawers & Shelves-type with Caster & Break Ideal for Versatile & Functional Storage Solution for the Laboratory / Medical / Industry, 이동형 다용도 스틸 공구함","steel tool carts with step-on caster, drawers & shelves-type with caster & break ideal for versatile & functional storage solution for the laboratory medical industry, 이동형 다용도 스틸 공구함",,,
"Steel Hand Hammers, with Steel Head, Claw- / Ball-peen- / Magnetic-Hammer Ideal for Driven Nail, Fit Parts, Forge Metal & Break apart Objects, 노루발못 / 볼 / 자석 손망치","steel hand hammers, with steel head, claw- ball-peen- magnetic-hammer ideal for driven nail, fit parts, forge metal & break apart objects, 노루발못 볼 자석 손망치",,,
"Hanshin General Purpose Rubber Hammers with Wood Handle, 다용도 고무망치","hanshin general purpose rubber hammers with wood handle, 다용도 고무망치",,,
"Buffalo Tool Kit, with Highest Quality with Portable Case-set Zippered, ISO/JIS Certificated, 공구 셋트, 최상의 품질","buffalo tool kit, with highest quality with portable case-set zippered, iso jis certificated, 공구 셋트, 최상의 품질",,,
"Aluminum Alloy Tubing & Pipe Cutter Plier, Use Range Up to Φ36mm Ideal for Tubing & Pipe Cutter, 튜빙 & 파이프-절단기","aluminum alloy tubing & pipe cutter plier, use range up to φ36mm ideal for tubing & pipe cutter, 튜빙 & 파이프-절단기",,,
"Daeyoung Fold-type Pocket Saw, Rubber & Plastic Handle Ideal for Wood/Plastic, 접이식 톱, 목재/플라스틱 절단용","daeyoung fold-type pocket saw, rubber & plastic handle ideal for wood plastic, 접이식 톱, 목재 플라스틱 절단용",,,
"Stainless-steel Trays, with Rectangular-/ Square-type, High Quality for Laboratory & Hospital, Seamless, Smooth-contour, 직·정-4각스텐레스 트레이 / 밧드","stainless-steel trays, with rectangular- square-type, high quality for laboratory & hospital, seamless, smooth-contour, 직·정-4각스텐레스 트레이 밧드",,,
"Stainless-steel Trays, High Quality for Laboratory & Hospital, 팬타입 4각 트레이 / 밧드","stainless-steel trays, high quality for laboratory & hospital, 팬타입 4각 트레이 밧드",,,
"Sterilization Trays, All Perforated Stainless-steel for Disinfection & Cleaning, High Quality, 전체 천공 소독 / 세척용 트레이","sterilization trays, all perforated stainless-steel for disinfection & cleaning, high quality, 전체 천공 소독 세척용 트레이",,,
"Stainless-steel Trays, with Cover, High Quality with Cover & Handle, Rectangular-type, 스테인레스 4각 트레이 / 밧드","stainless-steel trays, with cover, high quality with cover & handle, rectangular-type, 스테인레스 4각 트레이 밧드",,,
"National PPC/HDPE Heavy-duty Multiuse Trays, 4~25Lit Ideal for Industry, PPC 100℃, HDPE 105/120℃, 다용도 강력 트레이","national ppc hdpe heavy-duty multiuse trays, 4~25lit ideal for industry, ppc 100℃, hdpe 105 120℃, 다용도 강력 트레이",,,
"National PP & HDPE Heavy-duty Drain Baskets, Storage & Transit, 10~30Lit Ideal for Food, PP 125/140℃, HDPE 105/120℃, 통기/배수형 강력 바스켓","national pp & hdpe heavy-duty drain baskets, storage & transit, 10~30lit ideal for food, pp 125 140℃, hdpe 105 120℃, 통기 배수형 강력 바스켓",,,
"DURAN Centrifuge Tubes, Glass, 6㎖ ~ 250㎖ for Centrifuge, Same-size/-Weight, DIN/ISO, 글라스원심관","duran centrifuge tubes, glass, 6㎖ ~ 250㎖ for centrifuge, same-size -weight, din iso, 글라스원심관",,,
"Witeg ASTM Centrifuge Tubes, with Standard Graduation for Oil, 100㎖ ASTM 표준 Oil 원심관","witeg astm centrifuge tubes, with standard graduation for oil, 100㎖ astm 표준 oil 원심관",,,
"DAIHAN-brand Glass Test Tubes, with Straight Rim for Culture Caps, 3~100㎖ with Straight Rim for Culture Caps, Boro-glassα5.1, Autoclavable, 글라스 시험관, 표준형","daihan-brand glass test tubes, with straight rim for culture caps, 3~100㎖ with straight rim for culture caps, boro-glassα5.1, autoclavable, 글라스 시험관, 표준형",,,
"Wisd PTFE/Butyl-Septa Sealed PP/GL Universal Cap, for All DIN/GL-screw Neck of Bottle / Tube / Vessel / Vial Good for Chemical & Heat-Resistance, 125/140℃ Stable, Autoclavable, DIN, GL14~GL45, 만능 GL 스크류캡, 테프론/부칠�W타포함","wisd ptfe butyl-septa sealed pp gl universal cap, for all din gl-screw neck of bottle tube vessel vial good for chemical & heat-resistance, 125 140℃ stable, autoclavable, din, gl14~gl45, 만능 gl 스크류캡, 테프론 부칠�w타포함",,,
"Wisd Piercing PP DIN/GL Opentop Screwcap and Septa of PTFE/Butylrubber & Silicone, DIN, GL14~GL45 For All DIN/GL-screw Necks of Bottles / Tubes / Vessels / Vials, 125/140℃ Stable, 121℃ Autoclavable, 피어싱 오푼탑 캡 & �W타","wisd piercing pp din gl opentop screwcap and septa of ptfe butylrubber & silicone, din, gl14~gl45 for all din gl-screw necks of bottles tubes vessels vials, 125 140℃ stable, 121℃ autoclavable, 피어싱 오푼탑 캡 & �w타",,,
"PP 1.5~2㎖ Low-Retention Microcentrifuge Tubes, Ultra-Low-Adhesion Surface, with Snap Cap for Optimum Sample Yield, -170℃~+121℃, 무점착성 특수 원심관","pp 1.5~2㎖ low-retention microcentrifuge tubes, ultra-low-adhesion surface, with snap cap for optimum sample yield, -170℃~+121℃, 무점착성 특수 원심관",,,
"Micrewtube Tamper-Evident 0.5~2㎖ Sterile Microcentrifuge Tubes, with O-ring Seal Screwcap, Autoclavable Multi-use for Cryo. Vial / Centrifuge Tubes, White Printed Graduation, 17,000 rcf, 기밀유지 안전, Micro Tubes","micrewtube tamper-evident 0.5~2㎖ sterile microcentrifuge tubes, with o-ring seal screwcap, autoclavable multi-use for cryo. vial centrifuge tubes, white printed graduation, 17,000 rcf, 기밀유지 안전, micro tubes",,,
"Simport PP Amber MicrewTube , 1.5 ~ 2㎖, w/o Screw cap, 140℃, 갈색 원심관 / 냉동 Vials","simport pp amber micrewtube , 1.5 ~ 2㎖, w o screw cap, 140℃, 갈색 원심관 냉동 vials",,,
"PP & PS Test Tubes Only, 다용도 Plastic 시험관","pp & ps test tubes only, 다용도 plastic 시험관",,,
UV Hand Lamps / 자외선 램프,uv hand lamps 자외선 램프,,,
"SnaptwistTM PE & PP Scintillation Vials with PP & PE Snap Cap, 6.5㎖|Ideal for Leakproof Seal, PP 신틸레이션 / 카운팅 Vials","snaptwisttm pe & pp scintillation vials with pp & pe snap cap, 6.5㎖|ideal for leakproof seal, pp 신틸레이션 카운팅 vials",,,
"Twirl’en™ Sterile Sampling Bags, with “Write-On” Strips, 60~1650㎖멸균 샘플백, PE, Round-wire 봉합식, 표면에 Marking 가능, FDA?EPA?USDA?HACCP 승인                                                                                                                                                                                                                                        ","twirl’en™ sterile sampling bags, with “write-on” strips, 60~1650㎖멸균 샘플백, pe, round-wire 봉합식, 표면에 marking 가능, fda?epa?usda?haccp 승인",,,
"Tricorn™ Beakers, Tricorn PP, Economy-type경제형 PP 비커, 일회용정도의 저렴성, Autoclavable, －10℃~+125/140℃내열                                                                                                                                                                                                                                                                           ","tricorn™ beakers, tricorn pp, economy-type경제형 pp 비커, 일회용정도의 저렴성, autoclavable, －10℃~+125 140℃내열",,,
"PE Max-discharge Square Bottle, with Wide Neck & Lever Stopcock, 10 · 20 Lit with Stopcock Tip Size : I.D./Φ8.5mm, O.D./Φ12mm, 콕부착 광구 4각 바틀, 잔류량이 적음","pe max-discharge square bottle, with wide neck & lever stopcock, 10 · 20 lit with stopcock tip size : i.d. φ8.5mm, o.d. φ12mm, 콕부착 광구 4각 바틀, 잔류량이 적음",,,
"DURAN Rolled Flange Bottles, with Safety Clamp Closure안전 롤플렌지 바틀, 클램핑 마개식                                                                                                                                                                                                                                                                                                       ","duran rolled flange bottles, with safety clamp closure안전 롤플렌지 바틀, 클램핑 마개식",,,
"DURAN Blank, Narrow neck Bottle, 50~20,000㎖ <br> 세구시약병 반제품, Culture 및 초자가공용에 적합, without Stopper","duran blank, narrow neck bottle, 50~20,000㎖ <br> 세구시약병 반제품, culture 및 초자가공용에 적합, without stopper",,,
"PFA High-shoulder Bottles, Narrow &Wide-screwcap, 100~1000㎖ <br> 투명 테프론 PFA 바틀, 하이 숄더 타입, 세구 & 광구, -200℃ ~ +260℃ 내열","pfa high-shoulder bottles, narrow &wide-screwcap, 100~1000㎖ <br> 투명 테프론 pfa 바틀, 하이 숄더 타입, 세구 & 광구, -200℃ ~ +260℃ 내열",,,
"Working Brushes, Hog Hair Bristles, with Wood Handle Useful for Painting or Dust Remover, 현장 작업솔","working brushes, hog hair bristles, with wood handle useful for painting or dust remover, 현장 작업솔",,,
"Platinum Crucibles백금 도가니, 장형 ","platinum crucibles백금 도가니, 장형",,,
"Quartz Evaporating Dishes, up to 1250℃, Softening Point 1680℃, 10~320㎖, 석영 증발접시","quartz evaporating dishes, up to 1250℃, softening point 1680℃, 10~320㎖, 석영 증발접시",,,
"Stainless-steel Evaporating Dishes스텐 증발접시, Finished Surface                                                                                                                                                                                                                                                                                                                             ","stainless-steel evaporating dishes스텐 증발접시, finished surface",,,
"Kidney Dishes / Basin농반, Stainless-steel 및 White pp ","kidney dishes basin농반, stainless-steel 및 white pp",,,
"Recovery Still Head Adapters, with ASTM & DIN Joints, 스틸 헤드 어댑터","recovery still head adapters, with astm & din joints, 스틸 헤드 어댑터",,,
"Distillation Head, Variable Reflux with PTFE Stopcock with ASTM & DIN Joints, 환류형 증류 헤드, 진공/압력용","distillation head, variable reflux with ptfe stopcock with astm & din joints, 환류형 증류 헤드, 진공 압력용",,,
